Name,No Race,Native American (self reported),East Asian,African or Af-Am Self Reported,Hispanic,White Self Reported,Other Undefined Race
Blakemore,1,0,0,0,0,0,0
Ranuca,1,0,0,0,0,0,0
Pasante,1,0,0,0,0,0,0
Rojenae,0,0,0,1,0,0,0
Semenovich,0,0,0,0,0,0,1
Tafar,1,0,0,0,0,0,0
Kehunna,1,0,0,0,0,0,0
Didnte,1,0,0,0,0,0,0
Dao,0,0,2,0,0,0,0
Leon-Jamal,0,0,0,1,0,0,0
A'Mar,0,0,0,1,0,0,0
Picaz,0,0,0,0,1,0,0
Balasila,0,0,1,0,0,0,0
McLeyene,1,0,0,0,0,0,0
Day,2,0,0,0,0,0,0
Raenaole,1,0,0,0,0,0,0
Parba,0,0,1,0,0,0,0
Olegavich,1,0,0,0,0,0,0
Cin,1,0,0,0,0,0,0
Avrel,1,0,0,0,0,0,0
Swarup,0,0,1,0,0,0,0
Zhi,3,0,1,0,0,0,0
Dannyn,1,0,0,0,0,0,0
Alexzander,1,0,0,0,0,0,0
Demondtanya,0,0,0,1,0,0,0
Melind,1,0,0,0,0,0,0
Jian,3,0,0,0,0,0,0
Sincere,6,0,0,0,0,0,0
Tay,1,0,0,0,0,0,0
Tae,4,0,0,0,0,0,0
Jazreon,1,0,0,0,0,0,0
Lazanae,0,0,0,0,0,0,1
Somoraweusinefertari,1,0,0,0,0,0,0
Sekai,1,0,0,1,0,0,0
Tam,1,0,0,0,0,0,0
Arnaz,1,0,0,0,0,0,0
Keheish,0,0,0,1,0,0,0
Teinneille,0,0,0,1,0,0,0
Wardeah,0,0,0,1,0,0,0
E'Sai,1,0,0,0,0,0,0
Maann,1,0,0,0,0,0,0
Herbsen,0,0,0,1,0,0,0
Reilly,1,0,0,0,0,0,0
Mileicha,1,0,0,0,0,0,0
Seantana,1,0,0,0,0,0,0
Amalanat,0,0,0,0,0,0,1
La'Quel,0,0,0,1,0,0,0
Jershay,1,0,0,0,0,0,0
Quy,2,0,0,0,0,0,0
Hawas,1,0,0,0,0,0,0
Piontkousky,0,0,0,0,0,1,0
Alinn,1,0,0,0,0,0,0
Martraevious,1,0,0,0,0,0,0
Adura,1,0,0,0,0,0,0
Tequan,1,0,0,0,0,0,0
Jamone,1,0,0,0,0,0,0
True,1,0,0,0,0,0,0
Lopez,5,0,0,0,0,0,0
Berlyn,0,0,0,0,0,1,0
Kiran,0,0,1,0,0,0,0
Nykel,2,0,0,0,0,0,0
Mt,1,0,0,0,0,0,0
Yanell,1,0,0,0,0,0,0
Nyekia,0,0,0,1,0,0,0
Kheng,1,0,0,0,0,0,0
Teerapatthanakiat,1,0,0,0,0,0,0
Keron,0,0,0,1,0,0,0
Yannellis,0,0,0,0,1,0,0
Baledina,0,0,0,0,1,0,0
Awadullah,1,0,0,0,0,0,0
Neve,0,0,0,0,0,1,0
Z'Hane,1,0,0,0,0,0,0
Kbs,1,0,0,0,0,0,0
Ariel,11,0,0,0,2,0,0
Davonte,1,0,0,0,0,0,0
Lavelle,3,0,0,0,0,0,0
Montrivia,1,0,0,0,0,0,0
Lig,1,0,0,0,0,0,0
M M,0,0,0,1,0,0,0
Ju-Dave,1,0,0,0,0,0,0
Jeantel,1,0,0,0,0,0,0
Diep,1,0,0,0,0,0,0
Dieu,0,0,1,1,0,0,0
Guntilh,1,0,0,0,0,0,0
Dominikue,1,0,0,0,0,0,0
Jahleel,1,0,0,0,0,0,0
Veloso,0,0,1,0,0,0,0
Crebe,1,0,0,0,0,0,0
Joehon,0,0,0,1,0,0,0
Kenyatta,1,0,0,1,0,0,0
Nicafu,1,0,0,0,0,0,0
Alizad,1,0,0,0,0,0,0
Bel,1,0,0,0,0,0,0
F,31,0,8,8,3,8,3
Echevarris,0,0,0,1,0,0,0
Bray,1,0,0,0,0,0,0
Bee,1,0,0,0,0,0,0
Ros'Zetta,1,0,0,0,0,0,0
Shun,1,0,0,0,0,0,0
Ejhoy,1,0,0,0,0,0,0
Khaliel,1,0,0,0,0,0,0
Irie,1,0,0,0,0,0,0
Kapenga,1,0,0,0,0,0,0
Sueini,0,0,1,0,0,0,0
Oum,1,0,0,0,0,0,0
Sage,7,0,0,0,0,0,0
Im-Youn,0,0,1,0,0,0,0
Keiyou,1,0,0,0,0,0,0
O'Lonta,1,0,0,0,0,0,0
Corvanna,1,0,0,0,0,0,0
Maliek,2,0,0,0,0,0,0
Ahaunti,0,0,0,1,0,0,0
Jeong,2,0,0,0,0,0,0
Duqaun,0,0,0,1,0,0,0
Zahoel,0,0,0,1,0,0,0
Lincunada,1,0,0,0,0,0,0
Min,2,0,0,0,0,0,0
Paroutilo,1,0,0,0,0,0,0
Trimone,1,0,0,0,0,0,0
Al-Leese,0,0,0,1,0,0,0
Qwantex Trowaldo Kw,1,0,0,0,0,0,0
Jovaire,0,0,0,0,0,0,1
Deqyan,1,0,0,0,0,0,0
Prado,1,0,0,0,0,0,0
Khristian,1,0,0,0,0,0,0
Molua,1,0,0,0,0,0,0
Jovon,1,0,0,1,0,0,0
Yi Niqkue Mahogenhi,1,0,0,0,0,0,0
Keioh,0,0,0,1,0,0,0
Allfe,0,0,0,1,0,0,0
Shemar,3,0,0,0,0,0,0
Rebel,1,0,0,0,0,0,0
Pyo,1,0,0,0,0,0,0
Lee'Jon,1,0,0,0,0,0,0
Dmannie,0,0,0,1,0,0,0
Jhuria,1,0,0,0,0,0,0
Stoilov,0,0,0,0,0,1,0
Jovanni,1,0,0,0,0,0,0
Tosik,0,0,0,1,0,0,0
Tafajara,1,0,0,0,0,0,0
Ramirez,1,0,0,0,1,0,0
Ayalde,0,0,1,0,0,0,0
Cheytania,0,0,0,0,0,0,1
Michkhale,1,0,0,0,0,0,0
Reshaun,0,0,0,1,0,0,0
Susalla,1,0,0,0,0,0,0
Jahem,1,0,0,0,0,0,0
Synah,1,0,0,0,0,0,0
Bullard,0,1,0,0,0,0,0
Bleh,1,0,0,0,0,0,0
Garvena,0,0,0,1,0,0,0
Arziel,0,0,0,1,0,0,0
Enki,1,0,0,0,0,0,0
Lippard,1,0,0,0,0,0,0
Cha,4,0,2,0,0,0,0
Chi,3,0,2,0,0,0,0
Nu Bao,1,0,0,0,0,0,0
Whitt,1,0,0,0,0,0,0
Segordy,1,0,0,0,0,0,0
Cho,2,0,0,0,0,0,0
Dreren,1,0,0,0,0,0,0
Kinley,1,0,0,0,0,0,0
Chu,1,0,1,0,0,0,0
Brousard,1,0,0,0,0,0,0
White,1,0,0,2,0,0,0
Jae,3,0,1,0,0,0,0
Lache,0,0,0,1,0,0,0
Forner,1,0,0,0,0,0,0
Adeshya,0,0,0,1,0,0,0
Jahtavin,1,0,0,0,0,0,0
Oneyeme,1,0,0,0,0,0,0
Luanglath,1,0,0,0,0,0,0
P K,1,0,0,0,0,0,0
Lanair,1,0,0,0,0,0,0
Myquaia,0,0,0,1,0,0,0
Ra'Keal,1,0,0,0,0,0,0
Quintshella,0,0,0,1,0,0,0
Shay,3,0,0,0,0,2,0
Dante-Mark,1,0,0,0,0,0,0
Piscoe,1,0,0,0,0,0,0
Auguste,0,0,0,0,0,1,0
Kaniel,1,0,0,0,0,0,0
Capague,1,0,0,0,0,0,0
Manah,1,0,0,0,0,0,0
N'Shae,1,0,0,0,0,0,0
Raydel,1,0,0,0,0,0,0
Shi,0,0,1,0,0,0,0
Ezjonie,1,0,0,0,0,0,0
Keeyer,0,0,0,1,0,0,0
Nytiq,1,0,0,0,0,0,0
Deundriel,1,0,0,0,0,0,0
Laquitin,1,0,0,0,0,0,0
Mytrill,1,0,0,0,0,0,0
Lameek,0,0,0,1,0,0,0
Gekedd,1,0,0,0,0,0,0
Terraine,1,0,0,0,0,0,0
Choivenne,0,0,0,1,0,0,0
Haiylemaryam,0,0,0,1,0,0,0
Dvvone,1,0,0,0,0,0,0
Giao,0,0,1,0,0,0,0
Kenye,1,0,0,0,0,0,0
Pontevedra,0,0,1,0,0,0,0
Qyrell,1,0,0,0,0,0,0
Suchy,1,0,0,0,0,0,0
Dorrel,1,0,0,0,0,0,0
Bernstorff,1,0,0,0,0,0,0
Kryztov,0,0,0,1,0,0,0
Maeayan,0,0,1,0,0,0,0
Sukawati,1,0,0,0,0,0,0
Cun,1,0,0,0,0,0,0
Jayacharya,1,0,0,0,0,0,0
Kensie,0,0,0,0,0,1,0
Serapis,1,0,0,0,0,0,0
Tristn,1,0,0,0,0,0,0
Deilshon,1,0,0,0,0,0,0
Tiyqualle,1,0,0,0,0,0,0
Prewitt,1,0,0,0,0,0,0
Alyn,0,0,0,0,0,1,0
Kafre,1,0,0,0,0,0,0
D'Aireonte,0,0,0,1,0,0,0
Joo,1,0,0,0,0,0,0
Daunteen,1,0,0,0,0,0,0
G,52,0,4,15,9,8,7
Sim Teoh,1,0,0,0,0,0,0
Lan-Shay,1,0,0,0,0,0,0
Camalyse,1,0,0,0,0,0,0
Canaiya,1,0,0,0,0,0,0
Jabronnie,1,0,0,0,0,0,0
Keshon,2,0,0,0,0,0,0
Ocean,0,0,0,0,0,1,0
De'Lanman,0,0,0,1,0,0,0
Jahrasti,0,0,0,1,0,0,0
Omaire,0,0,0,0,1,0,0
Pache,1,0,0,0,0,0,0
Kimonea Blazyanah,1,0,0,0,0,0,0
Tra'Nashia,0,0,0,1,0,0,0
Graeber,1,0,0,0,0,0,0
Lorin,1,0,0,0,0,0,0
Myunyur,1,0,0,0,0,0,0
Artell,1,0,0,0,0,0,0
Shawnquel,1,0,0,0,0,0,0
McKinsey,1,0,0,1,0,0,0
Ortiz,0,0,0,1,0,0,0
Tygere,1,0,0,0,0,0,0
Yap,0,0,1,0,0,0,0
Alisasis,1,0,0,0,0,0,0
Yan,2,0,0,0,0,0,0
Deionnika,1,0,0,0,0,0,0
Oshay,2,0,0,0,0,0,0
Dorji,1,0,0,0,0,0,0
Diamond,4,0,0,0,0,0,1
Mondrel,1,0,0,0,0,0,0
Oientel,1,0,0,0,0,0,0
Tiundre,1,0,0,0,0,0,0
Turieza,0,0,0,0,1,0,0
Antonlo,0,0,0,0,1,0,0
Alawinda,1,0,0,0,0,0,0
Etye,1,0,0,0,0,0,0
Post,0,0,0,0,0,1,0
Ravin,0,0,1,0,0,0,0
Nakayma,1,0,0,0,0,0,0
Zahbrial,1,0,0,0,0,0,0
Jourdan,1,0,0,0,0,0,0
Quiahua,1,0,0,0,0,0,0
Harichanda,1,0,0,0,0,0,0
Cortes,0,0,0,0,1,0,0
Jokanbo,1,0,0,0,0,0,0
Sidiek,1,0,0,0,0,0,0
Odmavji,1,0,0,0,0,0,0
Alquinston,1,0,0,0,0,0,0
Jaoua,1,0,0,0,0,0,0
Venkateswarara,1,0,0,0,0,0,0
Davett,0,0,0,1,0,0,0
Aishali,1,0,0,0,0,0,0
Laquann,1,0,0,0,0,0,0
Morrisse,1,0,0,0,0,0,0
Tyshwn,0,0,0,1,0,0,0
Azarudin,1,0,0,0,0,0,0
Pok-Che,1,0,0,0,0,0,0
Seaw,1,0,0,0,0,0,0
Penaflor,0,0,1,0,0,0,0
Danieve,0,0,0,0,0,1,0
Aushantay,1,0,0,0,0,0,0
Lamere,1,0,0,0,0,0,0
Faulkner,1,0,0,0,0,0,0
Jaquelle,1,0,0,0,0,0,0
Do,1,0,1,0,0,0,0
Phi,1,0,1,0,0,0,0
Bipro,1,0,0,0,0,0,0
Ingram,1,0,0,0,0,0,0
De,0,0,0,1,0,0,0
Db,1,0,0,0,0,0,0
Da,1,0,0,0,0,0,0
Devonde,1,0,0,0,0,0,0
R'Aren,1,0,0,0,0,0,0
Bulawan,1,0,0,0,0,0,0
Jamunta,1,0,0,0,0,0,0
Gustavovich,0,0,0,0,1,0,0
Marseilles,1,0,0,0,0,0,0
De Trice,0,0,0,0,1,0,0
P D,0,0,0,1,0,0,0
Lefonne,1,0,0,0,0,0,0
Wong,1,0,2,0,0,0,0
Lamarion,0,0,0,1,0,0,0
Gallegio,1,0,0,0,0,0,0
Belin,1,0,0,0,0,0,0
Kilaton,0,0,1,0,0,0,0
Nicholas-Keaton,1,0,0,0,0,0,0
Sclar,1,0,0,0,0,0,0
McKenza,1,0,0,0,0,0,0
Cttal,0,0,1,0,0,0,0
Landy,1,0,0,0,0,0,0
Anthanay,1,0,0,0,0,0,0
Denan,1,0,0,0,0,0,0
Openheim,0,0,0,0,0,1,0
Chen,1,0,0,0,0,0,0
Yasmilena,1,0,0,0,0,0,0
Herring,1,0,0,0,0,0,0
Etterriah,1,0,0,0,0,0,0
Timilehin,0,0,0,1,0,0,0
Kene,0,0,0,1,0,0,0
Wei,4,0,1,0,0,0,0
Sky,6,1,0,0,0,0,0
Sicefiddik,1,0,0,0,0,0,0
Weaks,0,0,0,1,0,0,0
Bonviar,0,0,0,1,0,0,0
Fermathe,0,0,0,1,0,0,0
Scruggs,1,0,0,0,0,0,0
Makundu,1,0,0,0,0,0,0
Zhen,1,0,0,0,0,0,1
Lynntress,1,0,0,0,0,0,0
Tyoana,0,0,0,1,0,0,0
Shileon,1,0,0,0,0,0,0
Kuishan,1,0,0,0,0,0,0
Dugias,1,0,0,0,0,0,0
Kelechi,1,0,0,0,0,0,0
Shamek,1,0,0,0,0,0,0
Wu,1,0,0,0,0,0,0
Flores,2,0,0,0,0,0,0
Taranese,1,0,0,0,0,0,0
Escoto,1,0,0,0,0,0,0
Michal,1,0,0,0,0,0,0
Amik,1,0,0,0,0,0,0
Muhsinat,1,0,0,0,0,0,0
H,46,0,13,11,2,6,3
Lendeja,0,0,0,1,0,0,0
Leequa,1,0,0,0,0,0,0
Dayon,1,0,0,0,0,0,0
Ruttenberg,1,0,0,0,0,0,0
Chrylreatha,1,0,0,0,0,0,0
Crunail,0,0,0,1,0,0,0
Carrigan,0,0,0,0,0,1,0
K-N,0,0,0,0,0,0,1
La'Kenyah,1,0,0,0,0,0,0
Ojulogo,0,0,0,1,0,0,0
Magente,0,0,0,1,0,0,0
Cayanan,0,0,1,0,0,0,0
Santana,1,0,0,1,0,0,0
Jkree,0,0,0,1,0,0,0
Kei-Yuana,1,0,0,0,0,0,0
Viktorovych,1,0,0,0,0,0,0
Cyon,1,0,0,0,0,0,0
Arhay,0,0,0,1,0,0,0
Jakgika,1,0,0,0,0,0,0
Uevyn,1,0,0,0,0,0,0
Bolutife,1,0,0,0,0,0,0
Mikkuelle,1,0,0,0,0,0,0
Shirae,1,0,0,0,0,0,0
Kobanawa,1,0,0,0,0,0,0
Eyan,1,0,0,0,0,0,0
Quay,1,0,0,0,0,0,0
Zha-Quel,1,0,0,0,0,0,0
Kemrhi,1,0,0,0,0,0,0
Laven,1,0,0,0,0,0,0
Dehring,1,0,0,0,0,0,0
Lavel,1,0,0,0,0,0,0
Namdee,1,0,0,0,0,0,0
Mozhai,1,0,0,0,0,0,0
Muratbekovna,1,0,0,0,0,0,0
Zameriah,1,0,0,0,0,0,0
McCauley,0,0,0,1,0,1,0
Xiang,1,0,0,0,0,0,0
Mpekesa,1,0,0,0,0,0,0
Krebsbach,1,0,0,0,0,0,0
Yactzaret Esparza,1,0,0,0,0,0,0
Eibedt,1,0,0,0,0,0,0
Javel,1,0,0,0,0,0,0
Styons,1,0,0,0,0,0,0
Souffienne,0,0,0,0,1,0,0
Starr-Let,1,0,0,0,0,0,0
Surayyah-Taslimah,1,0,0,0,0,0,0
Kwontavia,0,0,0,1,0,0,0
Martice,1,0,0,0,0,0,0
Sharwell,0,0,0,0,0,1,0
Saleen,0,0,0,1,0,0,0
Tyneek,1,0,0,0,0,0,0
Saede,0,0,0,0,0,0,1
Alves,1,0,0,0,0,0,1
Syncerr,1,0,0,0,0,0,0
Marquice,1,0,0,0,0,0,0
Donorio,1,0,0,0,0,0,0
Aurtrez,1,0,0,0,0,0,0
Shadab,1,0,0,0,0,0,0
Amipi,1,0,0,0,0,0,0
Amaru,1,0,0,0,0,0,0
Nahshawn,1,0,0,0,0,0,0
Fredi,1,0,0,0,0,0,0
Mykael,1,0,0,0,0,0,0
Amari,6,0,0,2,0,0,0
Avtyanna,1,0,0,0,0,0,0
Tnaisha,1,0,0,0,0,0,0
Badu,0,0,0,1,0,0,0
Dethsy,1,0,0,0,0,0,0
Kyrhee,1,0,0,0,0,0,0
Ny'Brie,0,0,0,1,0,0,0
Cross,1,0,0,0,0,1,0
Nyshawn,1,0,0,0,0,0,0
Yorshe,1,0,0,0,0,0,0
Fymia,1,0,0,0,0,0,0
Ganey,0,0,0,0,0,1,0
Maiyanda,1,0,0,0,0,0,0
Jariah,1,0,0,0,0,0,0
Briannte,0,0,0,0,0,0,1
Reagan,1,0,0,0,0,0,0
Him,1,0,0,0,0,0,0
Ria-Sonee,0,0,0,1,0,0,0
Onyema,0,0,0,1,0,0,0
Keopanya,1,0,0,0,0,0,0
Sessoms,1,0,0,0,0,0,0
Olaer,0,0,1,0,0,0,0
Feng,3,0,2,0,0,0,0
Camil,1,0,0,0,0,0,0
Tiuia,1,0,0,0,0,0,0
Carrington,1,0,0,1,0,0,0
Chandlee,1,0,0,0,0,0,0
Triesh,1,0,0,0,0,0,0
Oithonamona,0,0,0,1,0,0,0
Ikeye,1,0,0,0,0,0,0
Khyjuwane,1,0,0,0,0,0,0
Woon,1,0,0,0,0,0,0
Nychelle-Charnei,0,0,0,1,0,0,0
Sakamornrat,0,0,1,0,0,0,0
Goulart,1,0,0,0,0,0,0
Nobi,0,0,1,0,0,0,0
Jazz,1,0,0,0,0,1,0
Suvannatat,0,0,1,0,0,0,0
Moraes,1,0,0,0,0,0,0
Narcise,1,0,0,0,0,0,0
Jayanga,1,0,0,0,0,0,0
Leith,0,0,0,0,1,0,0
Zire,1,0,0,0,0,0,0
Outdom,1,0,0,0,0,0,0
Coyote,1,0,0,0,0,0,0
Hawattha-Lache,1,0,0,0,0,0,0
Silver,1,0,0,0,0,0,0
Wedsny,1,0,0,0,0,0,0
I,26,1,1,9,2,5,5
Re'Neika,1,0,0,0,0,0,0
Likeam,1,0,0,0,0,0,0
Sarraveon,0,0,0,1,0,0,0
Eseosa,1,0,0,0,0,0,0
Mar,1,0,1,0,1,0,0
Matile,0,0,0,0,0,1,0
Narottamsingh,1,0,0,0,0,0,0
Manarang,1,0,0,0,0,0,0
Davlyn,1,0,0,0,0,0,0
T-Lee,0,0,0,1,0,0,0
Zar,1,0,0,0,0,0,0
Jogene,0,0,0,0,0,0,1
Sanchaz,1,0,0,0,0,0,0
Jeteil,1,0,0,0,0,0,0
Dasi,1,0,0,0,0,0,0
Il,3,0,2,1,0,0,0
In,1,0,0,0,0,0,0
Dasa,1,0,0,0,0,0,0
Tyvon-Xavier,0,0,0,1,0,0,0
Lamatine,0,1,0,0,0,0,0
Montes,2,0,0,0,0,0,0
Jamari,1,0,0,0,0,0,0
Pinh,1,0,0,0,0,0,0
Zsavel,0,0,0,1,0,0,0
Areil,1,0,0,0,0,0,0
Montez,4,0,0,0,0,0,0
Ping,2,0,1,0,0,0,0
O'Shawn,0,0,0,1,0,0,0
Lodow,1,0,0,0,0,0,0
Bao,3,0,1,0,0,0,0
Shquine,0,0,0,1,0,0,0
Kook,1,0,0,0,0,0,0
Wyatariya,0,0,0,1,0,0,0
Narendranauoh,1,0,0,0,0,0,0
Dunka,0,0,0,0,0,0,1
Dionlysus,0,0,0,1,0,0,0
Iamone,1,0,0,0,0,0,0
Locson,0,0,1,0,0,0,0
Tokina,0,0,0,1,0,0,0
Valdimirovna,1,0,0,0,0,0,0
Saemor,0,0,0,1,0,0,0
Stanislavovich,1,0,0,0,0,0,0
Nothai,1,0,0,0,0,0,0
A'Jah,0,0,0,1,0,0,0
Reshawn,1,0,0,0,0,0,0
Sainteus,0,0,0,1,0,0,0
Adrien,0,0,0,0,0,1,0
Djuin,1,0,0,0,0,0,0
Alejandmo,1,0,0,0,0,0,0
Troi,1,0,0,0,0,0,0
Wynn,1,0,0,0,0,0,0
Dontoel,0,0,0,1,0,0,0
Shakaun,1,0,0,0,0,0,0
Jikia,1,0,0,0,0,0,0
Wakshuma,1,0,0,0,0,0,0
Tiyan,1,0,0,0,0,0,0
Tazifua,0,0,0,1,0,0,0
Myo,0,0,1,0,0,0,0
Habtetion,1,0,0,0,0,0,0
Piu,1,0,0,0,0,0,0
Shatahrie,1,0,0,0,0,0,0
Chilleenn,1,0,0,0,0,0,0
Kuy,1,0,0,0,0,0,0
Nei,1,0,0,0,0,0,0
Nee,0,0,1,0,0,0,0
Hennker,0,0,0,0,0,1,0
Daydrian,1,0,0,0,0,0,0
Kuk,1,0,0,0,0,0,0
Chongker,2,0,0,0,0,0,0
Sloan,1,0,0,0,0,0,0
Diguah,1,0,0,0,0,0,0
Glen-Nelson,1,0,0,0,0,0,0
Sloah,0,0,0,0,0,1,0
Hydeijah-Patrice,1,0,0,0,0,0,0
Jacquane,1,0,0,0,0,0,0
Delvece,1,0,0,0,0,0,0
Anissel,1,0,0,0,0,0,0
Aranara,1,0,0,0,0,0,0
Teyel,1,0,0,0,0,0,0
Grisbelle,0,0,0,0,1,0,0
Geen,1,0,0,0,0,0,0
Bhosan,0,0,1,0,0,0,0
Mikhaylovna,1,0,0,0,0,0,0
Keol,1,0,0,0,0,0,0
Azzariah,1,0,0,0,0,0,0
Lyndell,1,0,0,0,0,0,0
Dru,1,0,0,0,0,0,0
Vazquez,0,0,0,0,1,0,0
Keyaunnah,0,0,0,1,0,0,0
Shirone,1,0,0,0,0,0,0
Jeryell,1,0,0,0,0,0,0
Kemari,1,0,0,0,0,0,0
Naubart,1,0,0,0,0,0,0
Lelide,0,0,0,0,0,0,1
Velayo,1,0,0,0,0,0,0
Mestel,1,0,0,0,0,0,0
Leimarne,1,0,0,0,0,0,0
Averyon,0,0,0,1,0,0,0
Storm,4,0,0,0,0,1,0
Aunijane,1,0,0,0,0,0,0
Nagahama,1,0,0,0,0,0,0
Alexardes,1,0,0,0,0,0,0
Deprice,1,0,0,0,0,0,0
Sermons,0,0,0,1,0,0,0
Demtri,0,0,0,1,0,0,0
Kahmeek,1,0,0,0,0,0,0
Sabah,1,0,0,0,0,0,0
Bui,1,0,0,0,0,0,0
Matuis,1,0,0,0,0,0,0
Tarique-Rayquaan,0,0,0,0,0,0,1
Caridell,1,0,0,0,0,0,0
Da'Shan,1,0,0,0,0,0,0
Yodong,1,0,0,0,0,0,0
Sandburn,1,0,0,0,0,0,0
Hoai,3,0,4,0,0,0,0
Quazhai,0,0,0,1,0,0,0
J,154,1,5,63,17,26,24
Keymar,1,0,0,0,0,0,0
Lynx,0,0,0,1,0,0,0
Deontae,1,0,0,0,0,0,1
Paigeland,1,0,0,0,0,0,0
Amari Mar,0,0,0,1,0,0,0
Khuyen,1,0,0,0,0,0,0
Travair,1,0,0,0,0,0,0
Dhajee,1,0,0,0,0,0,0
Estherna,1,0,0,0,0,0,0
Taughtshia,1,0,0,0,0,0,0
Benitez,0,0,0,0,1,0,0
La'Daisyia,1,0,0,0,0,0,0
Saito,1,0,0,0,0,0,0
Sirojiddinovna,0,0,0,0,0,0,1
Tullses,0,0,0,1,0,0,0
Nonivasilida,1,0,0,0,0,0,0
Remesis,0,0,0,2,0,0,0
Fentrez,0,0,0,1,0,0,0
Noellerae,1,0,0,0,0,0,0
Lljoi,1,0,0,0,0,0,0
Phontae,1,0,0,0,0,0,0
Shykheem,1,0,0,0,0,0,0
Imani-Lei,1,0,0,0,0,0,0
Junor,1,0,0,0,0,0,0
Hot,1,0,0,0,0,0,0
Chuthai,1,0,0,0,0,0,0
McKenzie,8,0,0,0,0,3,0
Damorney,1,0,0,0,0,0,0
An,1,0,0,0,0,0,0
La'Trell,0,0,0,1,0,0,0
Chue,1,0,0,0,0,0,0
Nivek,1,0,0,0,0,0,0
Chun,2,0,3,0,0,0,0
Jakin,1,0,0,0,0,0,0
Teewah,0,0,0,0,0,0,1
Leseanta,1,0,0,0,0,0,0
Tamoenae,0,0,0,1,0,0,0
Ar,0,0,0,1,0,0,0
Bolito,1,0,0,0,0,0,0
Dorell,0,0,0,1,0,0,0
Raeshun,0,0,0,1,0,0,0
Anis,1,0,0,0,0,0,0
Asencio,1,0,0,0,0,0,0
Leejay,1,0,0,0,0,0,0
Landefeld,1,0,0,0,0,0,0
Martelz,1,0,0,0,0,0,0
Fields,1,0,0,0,0,0,0
Ltravion,1,0,0,0,0,0,0
Sadad'E,1,0,0,0,0,0,0
Jenangirji,0,0,1,0,0,0,0
Jahkill,1,0,0,0,0,0,0
Miguell,0,0,0,1,0,0,0
Rayold,1,0,0,0,0,0,0
Robbins,0,0,0,1,0,0,0
Ya'Nique,1,0,0,0,0,0,0
Somjook,1,0,0,0,0,0,0
Cabanes,1,0,0,0,0,0,0
Lajuan,1,0,0,0,0,0,0
Sinclaire,1,0,0,0,0,0,0
Thakorsinh,1,0,0,0,0,0,0
Tra'Nea,1,0,0,0,0,0,0
Shawnuren,0,0,0,1,0,0,0
Armmando,1,0,0,0,0,0,0
Shaihel,1,0,0,0,0,0,0
Shimarre,0,0,0,1,0,0,0
Desheed,0,0,0,1,0,0,0
Moon,2,0,0,0,0,0,0
Blakely,2,0,0,0,0,0,0
Lashay-Marie,0,0,0,1,0,0,0
Lagiurre,1,0,0,0,0,0,0
Rentrell,1,0,0,0,0,0,0
Brown,2,0,0,0,0,0,0
Vergara,1,0,0,0,0,0,0
Quynh-Nu,1,0,0,0,0,0,0
Eianna,0,0,0,0,0,0,1
Martaris,1,0,0,0,0,0,0
Ashika-Amari,1,0,0,0,0,0,0
Barthelmas,1,0,0,0,0,0,0
Surfa,1,0,0,0,0,0,0
Attallah,1,0,0,0,0,0,0
Sairama,0,0,1,0,0,0,0
Yidresu,1,0,0,0,0,0,0
Khail,1,0,0,0,0,0,0
Da'Shonna,1,0,0,0,0,0,0
Mbez,1,0,0,0,0,0,0
Ny'Twan,0,0,0,1,0,0,0
Denise-Oma,1,0,0,0,0,0,0
Asadin,1,0,0,0,0,0,0
Marquett,1,0,0,0,0,0,0
Myalasha,1,0,0,0,0,0,0
Sohn,1,0,0,0,0,0,0
Jean-Cius,0,0,0,1,0,0,0
Roberpedo,0,0,0,0,1,0,0
Jesmine,0,0,0,0,0,1,0
Selvyon,0,0,0,0,0,0,1
Devonta,1,0,0,0,0,0,0
Jireeah-Imek,1,0,0,0,0,0,0
Jayce,1,0,0,0,0,1,0
Gumangan,0,0,1,0,0,0,0
Fikriye,0,0,0,0,0,1,0
Oveon,1,0,0,0,0,0,0
Ra'Nique,1,0,0,0,0,0,0
Shacole,1,0,0,0,0,0,0
Ngoe,1,0,0,0,0,0,0
Nicohl,1,0,0,0,0,0,0
Luqua,1,0,0,0,0,0,0
Thiny,0,0,1,0,0,0,0
Cikya-Ani,1,0,0,0,0,0,0
Yolanique,1,0,0,0,0,0,0
Rosi-El,1,0,0,0,0,0,0
Mijan,1,0,0,0,0,0,0
Borreta,1,0,0,0,0,0,0
Tumamao,0,0,1,0,0,0,0
Ymar,1,0,0,0,0,0,0
Meguelle,1,0,0,0,0,0,0
Nweka,1,0,0,0,0,0,0
Meneses,1,0,0,0,0,0,0
Joseinia,1,0,0,0,0,0,0
Eosona,1,0,0,0,0,0,0
Aligel,0,0,0,1,0,0,0
Zanchez,1,0,0,0,0,0,0
Kyung,2,0,0,0,0,0,0
Safarr,0,0,0,1,0,0,0
J'Quarrel,1,0,0,0,0,0,0
Kakaikani-Hokulani,1,0,0,0,0,0,0
Phreid,1,0,0,0,0,0,0
Pagan,1,0,0,0,0,0,0
Latis,1,0,0,0,0,0,0
Montagomery,0,0,0,0,0,0,1
Jiang,1,0,0,0,0,0,0
Julioce,1,0,0,0,0,0,0
Visaraga,0,0,0,0,1,0,0
Curtwyne,1,0,0,0,0,0,0
K,84,1,17,29,3,12,15
Hope-Orean,0,0,0,1,0,0,0
Rickael,1,0,0,0,0,0,0
