Name,No Race,Native American (self reported),East Asian,African or Af-Am Self Reported,Hispanic,White Self Reported,Other Undefined Race
Laureent,1,0,0,0,0,0,0
Vellda,1,0,0,0,0,0,0
Binosche,1,0,0,0,0,0,0
Lovindeer,1,0,0,0,0,0,0
Phanuel,1,0,0,0,0,0,0
Ressemble,0,0,0,1,0,0,0
Danishee,0,1,0,0,0,0,0
Ne'Kara,0,0,0,1,0,0,0
Benleon,0,0,1,0,0,0,0
Jeilin,0,0,0,0,1,0,0
Yailiana,1,0,0,0,0,0,0
Alexi,8,0,0,0,2,0,0
Yitao,0,0,1,0,0,0,0
Pisan,0,0,1,0,0,0,0
Galbert,1,0,0,0,0,0,0
Capriele,1,0,0,0,0,0,0
Marleydis,1,0,0,0,0,0,0
Alexx,1,0,0,0,0,0,0
T'Stephanie,1,0,0,0,0,0,0
Yonelbys,1,0,0,0,0,0,0
Anglin,1,0,0,0,0,0,0
Inderjit,1,0,0,0,0,0,0
Nynoonchka,1,0,0,0,0,0,0
Anaidiris,1,0,0,0,0,0,0
Remieyn,1,0,0,0,0,0,0
Brejaun,1,0,0,0,0,0,0
Winzel,1,0,0,0,0,0,0
Ardu,1,0,0,0,0,0,0
Descanel,0,0,0,0,0,0,1
Sibo,1,0,0,0,0,0,0
Tubious,0,0,0,0,0,0,1
Enero,1,0,0,0,0,0,0
Shanequka,1,0,0,0,0,0,0
Jessy,2,1,2,1,3,0,1
Majesty,1,1,0,1,0,0,0
Casten,1,0,0,0,0,0,0
Dorcelyn,0,0,0,1,0,0,0
Tanaisy,1,0,0,0,0,0,0
Desanges,1,0,0,0,0,0,0
Jakivuna,1,0,0,0,0,0,0
Xem,1,0,0,0,0,0,0
Rasniye,1,0,0,0,0,0,0
Jubelin,1,0,0,0,0,0,0
Shye,1,0,0,0,0,0,0
Maroxvara,1,0,0,0,0,0,0
Georki,1,0,0,0,0,0,0
Xian Jing,1,0,0,0,0,0,0
Dymiana,1,0,0,0,0,0,0
Wivilina,1,0,0,0,0,0,0
Petti-Gay,1,0,0,0,0,0,0
Taylan,2,0,0,0,0,0,0
Ivenee,1,0,0,0,0,0,0
Mistrallet,0,0,0,0,1,0,0
Artavius,2,0,0,0,0,0,0
Kjoy,0,0,0,1,0,0,0
Thoma,1,0,0,0,0,0,0
Kich,1,0,0,0,0,0,0
Lorkensley,1,0,0,0,0,0,0
Ranoud,1,0,0,0,0,0,0
Whitley-Smart,1,0,0,0,0,0,0
Dilberta,1,0,0,0,0,0,0
Faizar,1,0,0,0,0,0,0
Fath,2,0,0,0,0,0,0
Whalate,0,0,0,0,0,0,1
Dabaram,0,0,0,0,0,0,1
Vasundhara,0,0,0,0,0,0,1
Chhoum,1,0,0,0,0,0,0
Susselle,1,0,0,0,0,0,0
Urharsh,1,0,0,0,0,0,0
Juvon,1,0,0,0,0,0,0
Tlez,1,0,0,0,0,0,0
Flelvings,0,0,0,1,0,0,0
Antruanazia,1,0,0,0,0,0,0
Puckwipa,1,0,0,0,0,0,0
Learlese,0,0,0,1,0,0,0
Schtwanice,0,0,0,1,0,0,0
Nahkia,1,0,0,0,0,0,0
Kincaid,0,0,0,1,0,0,0
U,2,0,0,0,0,0,0
Praise,1,0,0,1,0,1,0
Oyigene,1,0,0,0,0,0,0
Omeris,1,0,0,0,0,0,0
Rasaun,2,0,0,0,0,0,0
Adolly,1,0,0,0,0,0,0
Vasidki,1,0,0,0,0,0,0
Phancynnette,1,0,0,0,0,0,0
Sambora,1,0,0,0,0,0,0
Prakhjit,0,1,0,0,0,0,0
Zaachea,1,0,0,0,0,0,0
Calyshel,1,0,0,0,0,0,0
Chinonso,2,0,0,0,0,0,0
Glairy,0,0,0,0,1,0,0
Dalinhy,1,0,0,0,0,0,0
Asuzeth,0,0,0,0,1,0,0
Sorielibeth,1,0,0,0,0,0,0
Chyzaeya,1,0,0,0,0,0,0
Viernsie,1,0,0,0,0,0,0
Jahmaira,1,0,0,0,0,0,0
Yolexsi,1,0,0,0,0,0,0
Yujad,0,0,0,0,1,0,0
Rozynah,1,0,0,0,0,0,0
Floraddie,1,0,0,0,0,0,0
Zhixin,0,0,1,0,0,0,0
Ruberas,1,0,0,0,0,0,0
Damaras,0,0,0,1,0,0,0
Pembele,1,0,0,0,0,0,0
Nodirkhuja,1,0,0,0,0,0,0
Vinci,1,0,0,0,0,0,0
Bhaatiben,1,0,0,0,0,0,0
Yodelmis,0,0,0,0,1,0,0
Xiuwu,0,0,1,0,0,0,0
Tokme,0,0,0,0,1,0,0
Lossita,0,0,0,1,0,0,0
Myamyckel,1,0,0,0,0,0,0
Mirloy,1,0,0,0,0,0,0
Tejavathi,1,0,0,0,0,0,0
Dieudegrace,0,0,0,1,0,0,0
Eshaa,0,0,1,0,0,0,0
Lilinel,1,0,0,0,0,0,0
Dinamees,1,0,0,0,0,0,0
Casaindra,1,0,0,0,0,0,0
Moriach,1,0,0,0,0,0,0
Eilatherina,1,0,0,0,0,0,0
Jamere,1,0,0,3,0,0,0
Styermen,0,0,0,0,0,0,1
Slaven,2,0,0,0,0,1,0
Hardipsinh,0,0,1,0,0,0,0
Jovanie,1,0,0,0,0,0,0
Je'Lamont,1,0,0,0,0,0,0
Lataizma,0,0,0,1,0,0,0
Gwayne,1,0,0,0,0,0,0
Dortilia,1,0,0,0,0,0,0
Taysnaun,1,0,0,0,0,0,0
Rossandro,0,0,0,0,0,1,0
Misclaydis,0,0,0,0,1,0,0
Dee-Mar-Kee,1,0,0,0,0,0,0
Dyanelle,0,0,0,0,1,0,0
Zerlaine,0,0,1,0,0,0,0
Dez-Twaun,1,0,0,0,0,0,0
Hephonide,0,0,0,1,0,0,0
Yueluia,0,0,1,0,0,0,0
Deeandry,0,0,0,1,0,0,0
Kinsey,1,0,0,0,0,2,0
Larique,0,0,0,1,0,0,0
Marehan,1,0,0,0,0,0,0
Makiuan,1,0,0,0,0,0,0
Jing,26,0,11,0,0,0,1
Jaykari,1,0,0,0,0,0,0
Xiaoying,1,0,2,0,0,0,0
Bedaprakash,1,0,0,0,0,0,0
Jarmani,0,0,0,0,1,0,0
Alizoria,1,0,0,0,0,0,0
Jinu,1,0,0,0,0,0,0
Claudy,3,0,0,2,0,0,0
Tyikira,1,0,0,0,0,0,0
Stamatena,1,0,0,0,0,0,0
Dy'Shanae,1,0,0,0,0,0,0
Alliyanna,1,0,0,0,0,0,0
Dlelka,1,0,0,0,0,0,0
Ruzy,1,0,0,0,0,0,0
Dontoyra,0,0,0,1,0,0,0
Halimatuz,1,0,0,0,0,0,0
Kesome,1,0,0,0,0,0,0
Choneva,0,0,0,1,0,0,0
Rafikun,0,0,1,0,0,0,0
Liatmara,0,0,0,0,1,0,0
Sujan,0,0,0,1,0,0,0
Fairous,1,0,0,0,0,0,0
Semcye,0,0,0,1,0,0,0
Hariagna,1,0,0,0,0,0,0
Diambia,1,0,0,0,0,0,0
Thouressa,0,0,0,1,0,0,0
Juakenia,1,0,0,0,0,0,0
Seokjae,1,0,0,0,0,0,0
Zialyan,1,0,0,0,0,0,0
Mulon,0,0,0,0,0,0,1
Centry,1,0,0,0,0,0,0
Getharanath,0,0,1,0,0,0,0
Odaisys,0,0,0,0,1,0,0
Ykier,0,0,1,0,0,0,0
Dioangeliz,0,0,0,0,1,0,0
Kalas,1,0,0,0,0,0,0
Jerworn,1,0,0,0,0,0,0
Obadja,1,0,0,0,0,0,0
Dzulaga,0,0,0,0,0,1,0
Edinaidy,1,0,0,0,0,0,0
Yaussef,0,0,0,1,0,0,0
Daunid,1,0,0,0,0,0,0
Shea,10,0,0,0,0,7,1
Shen,1,0,0,0,0,0,0
Shel,1,0,0,0,0,0,0
Demuntay,1,0,0,0,0,0,0
Weniqua,1,0,0,0,0,0,0
Mvtale,1,0,0,0,0,0,0
Sher,3,0,0,0,0,0,0
Rupam,1,0,0,0,0,0,0
Kehinde,0,1,0,1,0,0,0
Pidarat,1,0,0,0,0,0,0
Yeilyen,1,0,0,0,0,0,0
Peixin,1,0,0,0,0,0,0
Shaune,1,0,0,0,0,1,0
Jet,1,0,0,0,0,1,0
Connery,1,0,0,0,0,0,0
Danuan,1,0,0,0,0,0,0
Marie-Alexe,0,0,0,0,0,0,1
Miquesta,1,0,0,0,0,0,0
Lasily,0,0,0,1,0,0,0
Satau,1,0,0,0,0,0,0
Anghea,1,0,0,0,0,0,0
Janlaysin,1,0,0,0,0,0,0
Jea,1,0,0,0,0,0,0
Galdlalia,1,0,0,0,0,0,0
Yoslcidp,0,0,0,0,1,0,0
Jee,4,0,0,0,0,0,0
Amtwamette,1,0,0,0,0,0,0
Mideida,1,0,0,0,0,0,0
Ahchara,0,0,1,0,0,0,0
Maguirel,1,0,0,0,0,0,0
Knelani,1,0,0,0,0,0,0
Vilmie,1,0,0,0,0,0,0
Rajanikanthi,1,0,0,0,0,0,0
Altalischa,1,0,0,0,0,0,0
L'Asiaashantie,1,0,0,0,0,0,0
Nedjede,0,0,0,1,0,0,0
Vilius,0,0,0,1,0,1,0
Pzng,1,0,0,0,0,0,0
Niyhoda,1,0,0,0,0,0,0
Raijose,1,0,0,0,0,0,0
Hanhle,0,0,1,0,0,0,0
Cirrus,0,0,0,0,0,1,0
Manabe,0,0,0,1,0,0,0
Iofiel,1,0,0,0,0,0,0
Leechian,1,0,0,0,0,0,0
Jon-Jameeh,0,0,0,1,0,0,0
Devry,0,0,0,1,0,0,0
Manovcheka,0,0,0,1,0,0,0
Alazyia,1,0,0,0,0,0,0
Marichal,1,0,0,0,0,0,0
Michris,1,0,0,0,0,0,0
Towan,1,0,0,0,0,0,0
Avijaiel,1,0,0,0,0,0,0
Lethurson,1,0,0,0,0,0,0
Sarah-Iyuna,0,0,0,1,0,0,0
Youery,1,0,0,0,0,0,0
Cephue,1,0,0,0,0,0,0
Anangelis,1,0,0,0,0,0,0
Delgado,0,0,0,0,1,0,0
Luvette,1,0,0,0,0,0,0
Claudes,0,0,0,1,0,0,0
Anaunh,1,0,0,0,0,0,0
Dantroskea,0,0,0,1,0,0,0
Gerly,2,0,0,0,0,0,0
Tirogene,0,0,0,1,0,0,0
Kwashek,0,0,0,1,0,0,0
Myaliyah,0,0,0,0,0,0,1
Blacksheer,1,0,0,0,0,0,0
Munashe,1,0,0,0,0,0,0
Zaohua,1,0,0,0,0,0,0
Shaheliy,0,0,0,1,0,0,0
Afro,1,0,0,0,0,0,0
Akshaja,0,0,1,0,0,0,0
Aba,2,0,0,0,0,0,0
Nelisbet,0,0,0,0,1,0,0
Narjeline,1,0,0,0,0,0,0
Delmis,0,0,0,0,2,0,0
Jahedun,1,0,0,0,0,0,0
Braeona,1,0,0,0,0,0,0
Dayorki,1,0,0,0,0,0,0
Sheldie,0,0,0,1,0,0,0
Sirvani,1,0,0,0,0,0,0
Haotong,1,0,0,0,0,0,0
Zambrbo,1,0,0,0,0,0,0
Gineau,0,0,0,0,1,0,0
Lavooy,0,0,1,0,0,0,0
Ghamarra,0,0,0,1,0,0,0
Palak,1,0,0,0,0,0,0
Khoan,1,0,0,0,0,0,0
Wesam,1,0,0,0,0,0,0
Daicai,1,0,0,0,0,0,0
Kelsynn,1,0,0,0,0,0,0
Shivasankari,0,0,1,0,0,0,0
Monisaaich,1,0,0,0,0,0,0
Nerzeline,1,0,0,0,0,0,0
Jonte,1,0,0,0,0,0,0
Chandraoddater,1,0,0,0,0,0,0
Nekeaa,1,0,0,0,0,0,0
Sareoly,0,0,0,0,1,0,0
Pinlada,1,0,0,0,0,0,0
Analuizy,1,0,0,0,0,0,0
Rodisbel,1,0,0,0,0,0,0
Elizant,1,0,0,0,0,0,0
Tyshaquilla,0,0,0,1,0,0,0
Petriuska,1,0,0,0,0,0,0
Elleria,0,0,0,1,0,0,0
Carlon,2,0,0,0,0,0,1
Cicera,0,0,0,0,0,1,0
Jussye,0,0,0,0,1,0,0
Kwashera,1,0,0,0,0,0,0
Torrain,0,0,0,1,0,0,0
Bavin,1,0,0,0,0,0,0
Ocean,4,0,0,0,0,0,0
T'Shoy,0,0,0,1,0,0,0
Renet,0,0,0,1,0,0,0
Louseda,1,0,0,0,0,0,0
Batombo,1,0,0,0,0,0,0
Mahaswarie,0,0,1,0,0,0,0
Renes,1,0,0,0,0,0,0
Djemsly,1,0,0,0,0,0,0
Carlow,1,0,0,0,0,0,0
Leylan,1,0,0,0,0,0,0
Anna-Price,1,0,0,0,0,0,0
Gean,2,0,0,0,0,0,0
Nithiyanantham,1,0,0,0,0,0,0
Yeidelia,1,0,0,0,0,0,0
Kilanea,0,0,0,1,0,0,0
Tamburi,1,0,0,0,0,0,0
Kennie,0,0,0,1,0,0,0
Odipha,1,0,0,0,0,0,0
Ke-Von,1,0,0,0,0,0,0
Neylani,1,0,0,0,0,0,0
Jessulin,0,0,0,0,1,0,0
Keymoss,0,0,0,1,0,0,0
Marleibys,0,0,0,0,1,0,0
Kiya-Jade,0,0,0,1,0,0,0
Hrudey,1,0,0,0,0,0,0
Leeantra,1,0,0,0,0,0,0
Claracecilia,0,0,0,0,1,0,0
Steno,1,0,0,0,0,0,0
Ellayijah,1,0,0,0,0,0,0
Srisheel,1,0,0,0,0,0,0
Phiruze,1,0,0,0,0,0,0
Challaya,1,0,0,0,0,0,0
Algen,0,0,0,1,0,0,0
Jihuang,1,0,0,0,0,0,0
Anedys,1,0,0,0,0,0,0
Bandy,1,0,0,0,0,0,0
Choqueta,0,0,0,1,0,0,0
Briavoney,1,0,0,0,0,0,0
Montsito,0,0,0,1,0,0,0
Mardoly,0,0,0,0,1,0,0
Legusta,1,0,0,0,0,0,0
Farrakan,0,0,0,1,0,0,0
Nilongkot,1,0,0,0,0,0,0
Oshea,2,0,0,0,0,0,0
Wireta,0,0,0,1,0,0,0
Anfouna,1,0,0,0,0,0,0
Oudomphone,1,0,0,0,0,0,0
Arroj,0,0,1,0,0,0,0
Jamy,2,0,0,0,0,0,0
Roosvins,0,0,0,1,0,0,0
Aranay,0,0,0,0,1,0,0
Kuljeet,0,0,1,0,0,0,0
Titusas,0,0,0,0,0,1,0
Reyvys,1,0,0,0,0,0,0
Jokaelle,1,0,0,0,0,0,0
Reman,0,0,0,0,0,1,0
Tresu,0,0,0,1,0,0,0
Lonta,1,0,0,0,0,0,0
Dyemond,2,0,0,0,0,0,0
Paveen,1,0,0,1,0,0,0
De'Naija,1,0,0,0,0,0,0
Marqui,1,0,0,0,0,0,0
Irins,1,0,0,0,0,0,0
Jayrivette,1,0,0,0,0,0,0
Woordlene,1,0,0,0,0,0,0
Cardayza,1,0,0,0,0,0,0
Marcki,2,0,0,0,0,0,0
Neoania,1,0,0,0,0,0,0
Riassan,1,0,0,0,0,0,0
Huynh,2,0,1,0,0,0,0
Shamon,1,0,0,0,0,0,0
Ja'Lyn,1,0,0,0,0,0,0
Ah Ching,1,0,0,0,0,0,0
Yiping,0,0,1,0,0,0,0
Adali,3,0,0,0,0,0,0
Lamanuel,1,0,0,0,0,0,0
Novak,2,0,0,0,0,0,0
Aubrey,20,0,0,6,0,12,3
Frandweyl,0,0,0,0,0,0,1
Xin-Hai,0,0,1,0,0,0,0
Aggee,0,0,0,1,0,0,0
Nazjon,1,0,0,0,0,0,0
Javone,2,0,0,0,0,0,0
Rosmy,1,0,0,0,0,0,0
Jenilice,0,0,0,0,1,0,0
Xiaokang,1,0,0,0,0,0,0
Lisa-Victoria,0,0,0,1,0,0,0
Mahfuz,1,0,0,0,0,0,0
Rayeshanie,0,1,0,0,0,0,0
Argelis,0,0,0,0,0,1,0
Chiandre,1,0,0,0,0,0,0
Sanohir,0,0,1,0,0,0,0
Xamez,1,0,0,0,0,0,0
Noval,0,0,0,1,0,0,0
Jakria,1,0,0,0,0,0,0
Wesene,1,0,0,0,0,0,0
Theolemda,0,0,0,1,0,0,0
Irondel,0,0,0,1,0,0,0
Deobylin,0,0,1,0,0,0,0
Hedroard,1,0,0,0,0,0,0
Natase,1,0,0,0,0,0,0
Glen-Erik,0,0,0,0,1,0,0
Phanvika,0,0,1,0,0,0,0
Coriyan,0,0,0,1,0,0,0
Freidy,0,0,0,0,1,0,0
Simranjeet,1,0,0,0,0,0,0
Kanwal,0,0,0,0,0,0,1
Caiggy,1,0,0,0,0,0,0
Elka-Sabi,0,0,0,1,0,0,0
Greishmary,0,0,0,0,1,0,0
Bibi'S,0,0,0,0,0,0,1
Norley,1,0,0,0,0,0,0
Laquindell,1,0,0,0,0,0,0
Jasuia,0,0,0,1,0,0,0
Denet,1,0,0,0,0,0,0
Surishday,0,0,0,0,0,0,1
Donerio,1,0,0,0,0,0,0
Vartinez,1,0,0,0,0,0,0
Clenie,0,0,0,0,0,0,1
Mozia,1,0,0,0,0,0,0
Junieht,1,0,0,0,0,0,0
Pragneya,2,0,0,0,0,0,0
Gregororio,0,0,0,0,1,0,0
Lamerris,0,0,0,1,0,0,0
Rimpy,1,0,0,0,0,0,0
Admery,0,0,0,0,1,0,0
Vicxanna,0,0,0,0,1,0,0
Nithyanandaswany,0,0,1,0,0,0,0
Menchie,0,0,1,0,0,0,0
Tushawn,1,0,0,0,0,0,0
Lucylea,1,0,0,0,0,0,0
Trywell,1,0,0,0,0,0,0
Behnuz,0,0,0,0,0,1,0
Nyi-Asyia,1,0,0,0,0,0,0
Sabimaray,0,0,0,0,1,0,0
Aurnelle,1,0,0,0,0,0,0
Shentreda,0,0,0,1,0,0,0
Marcleibe,1,0,0,0,0,0,0
Ayoola,1,0,0,0,0,0,0
Jaydee,1,0,0,0,0,0,0
Travasur,1,0,0,0,0,0,0
B,4,1,0,0,0,0,1
Shaneider,1,0,0,0,0,0,0
Daiyibis,1,0,0,0,0,0,0
Soy-Bey,1,0,0,0,0,0,0
Kurnie,1,0,0,0,0,0,0
Nikica,1,0,0,0,0,0,0
Louchina,0,0,0,1,0,0,0
Tyreen,1,0,0,0,0,0,0
Shudaviers,0,0,0,1,0,0,0
Jinyan,1,0,0,0,0,0,0
Virnnett,0,0,0,0,0,1,0
Trioa,0,0,0,1,0,0,0
Woukane,1,0,0,0,0,0,0
Manichamh,1,0,0,0,0,0,0
Zoatori,1,0,0,0,0,0,0
Pa'Rei,0,0,0,1,0,0,0
Jaaheim,1,0,0,0,0,0,0
Souphanh,0,0,1,0,0,0,0
Maudin,1,0,0,0,0,0,0
Wa Hi,1,0,0,0,0,0,0
Jioneson,1,0,0,0,0,0,0
Sokhonn,1,0,0,0,0,0,0
Atrews,0,0,0,1,0,0,0
Metello,0,0,0,0,0,1,0
Yuanqing,1,0,0,0,0,0,0
Sen,5,0,0,0,0,0,1
Ramilia,0,0,0,1,0,0,0
Andrell,1,0,0,1,0,0,0
Chenwei,0,0,1,0,0,0,0
Sei,0,0,2,0,0,0,0
Seh,0,0,1,0,0,0,0
Amroca,0,0,0,0,0,0,1
Santosh,7,0,1,0,0,0,0
Ze Hong,0,0,1,0,0,0,0
Iidahstiee,1,0,0,0,0,0,0
Farakh,0,0,1,0,0,0,0
Jayron,1,0,0,0,1,0,0
Shuzhi,0,0,1,0,0,0,0
Logick,1,0,0,0,0,0,0
Taskin,1,0,0,0,0,0,0
Norecsy,1,0,0,0,0,0,0
Celaire,1,0,0,0,0,0,0
Danail,1,0,0,0,0,0,0
Ariyana,2,0,0,1,0,0,0
Yahuela,0,0,0,0,0,0,1
Yukwon,0,0,0,1,0,0,0
Christiam,0,0,0,0,1,0,0
Noraidis,0,0,0,0,1,0,0
Tremoni,1,0,0,0,0,0,0
Blagojevic,0,0,0,0,0,1,0
Marclebow,0,0,0,1,0,0,0
Oyedepo,0,0,0,1,0,0,0
Paulkay,1,0,0,0,0,0,0
Ny'Resomere,1,0,0,0,0,0,0
Joanis,0,0,0,0,1,0,0
Coymarie,1,0,0,0,0,0,0
Gulsum,1,0,0,0,0,0,0
Comyria,0,0,0,1,0,0,0
Liming,1,0,1,0,0,0,0
Bony,1,0,0,1,0,0,0
Alouidor,1,0,0,0,0,0,0
Deshawn,14,1,0,7,0,0,1
Virachith,1,0,0,0,0,0,0
Mahaboobunisa,0,0,1,0,0,0,0
J-Eleuterio,1,0,0,0,0,0,0
Noreidys,1,0,0,0,0,0,0
Clevie,1,0,0,0,0,0,0
Greysl,0,0,0,0,1,0,0
Preet,1,0,0,0,0,0,0
Tarsus,0,0,0,1,0,0,0
Edouameme,1,0,0,0,0,0,0
Qi,7,0,1,0,0,0,0
Aquiria,1,0,0,0,0,0,0
Bong,1,0,0,0,0,0,0
Lewiz,0,0,0,1,0,0,0
Breyon,1,0,0,0,0,0,0
Taritda,0,0,0,0,0,0,1
Tachelsha,1,0,0,0,0,0,0
Omildre,0,0,0,0,1,0,0
Djouny,1,0,0,0,0,0,0
Cottous,1,0,0,0,0,0,0
Velvin,0,0,0,1,0,0,0
Abdurasheed,1,0,0,0,0,0,0
Dipinkimar,1,0,0,0,0,0,0
Lacshera,1,0,0,0,0,0,0
Zayne,0,0,0,0,0,1,0
Luize,1,0,0,0,0,0,0
Quatary,1,0,0,0,0,0,0
Jialing,0,0,1,0,0,0,0
Jereah,1,0,0,0,0,0,0
Ye Young,1,0,0,0,0,0,0
Da Ni Jah,1,0,0,0,0,0,0
Kamesta,1,0,0,0,0,0,0
Lovemie,1,0,0,0,0,0,1
Yusbelkys,1,0,0,0,0,0,0
Tyekell,0,0,0,1,0,0,0
Jiyansh,1,0,0,0,0,0,0
Anno,0,0,1,0,0,0,0
Iamercie,1,0,0,0,0,0,0
Milashniel,0,0,0,1,0,0,0
Melon,0,0,0,0,0,1,0
Froylam,1,0,0,0,0,0,0
Torshequa,1,0,0,0,0,0,0
Armistice,0,0,1,0,0,0,0
Y-Anhuch,0,0,1,0,0,0,0
Janeght,0,0,0,0,1,0,0
Foti,0,0,0,0,0,0,1
Jouardon,0,0,0,1,0,0,0
Actuelle,1,0,0,0,0,0,0
St Amene,0,0,0,1,0,0,0
Sau-Hyon,1,0,0,0,0,0,0
Shirazz,1,0,0,0,0,0,0
Sharvaun,1,0,0,0,0,0,0
Ajshaila,1,0,0,0,0,0,0
Vizelma,0,0,0,0,1,0,0
Seunghuan,1,0,0,0,0,0,0
Giselyne,1,0,0,0,0,0,0
Umut,2,0,0,0,0,0,0
Taeleasha,1,0,0,0,0,0,0
Paez,1,0,0,0,0,0,0
Junixer,1,0,0,0,0,0,0
Amnett,0,0,0,1,0,0,0
Vivintz,1,0,0,0,0,0,0
De'Sjaun,0,0,0,1,0,0,0
Guledal,1,0,0,0,0,0,0
Guycherd,0,0,0,0,0,0,1
Yulief,1,0,0,0,1,0,0
Sasa,1,0,0,0,0,0,0
Englisamenia,0,0,0,1,0,0,0
Ly'Nell,0,0,0,1,0,0,0
Sabigaynn,0,0,0,1,0,0,0
Levet,1,0,0,0,0,0,0
Leeshawn,1,0,0,0,0,0,0
Zhalen,0,0,0,1,0,0,0
Omy,1,0,0,0,0,0,0
Simron,1,0,0,0,0,0,0
Yilse,1,0,0,0,0,0,0
Domicick,0,0,0,1,0,0,0
Diyor,0,0,0,0,0,1,0
Yangxing,0,0,1,0,0,0,0
Flavian,0,0,0,0,1,0,0
Mohmmedareeb,0,0,1,0,0,0,0
Perez,1,0,0,0,0,1,0
Jushonna,1,0,0,0,0,0,0
Jatinderpal,1,0,0,0,0,0,0
Nayli,0,0,0,0,0,1,0
Ayanaleeh,0,0,0,0,1,0,0
Aalayza,1,0,0,0,0,0,0
Juliyah,0,0,0,1,0,0,0
Mayryn,0,0,0,0,1,0,0
Jeffe,0,0,0,0,0,1,0
Kongkham,0,0,1,0,0,0,0
Sunryul,0,0,1,0,0,0,0
Dozie,1,0,0,0,0,0,0
Derlis,1,0,0,0,0,0,0
Bloise,1,0,0,0,0,0,0
Gennawae,0,0,0,0,0,0,1
Edirtrudes,0,0,0,0,1,0,0
Pearlema,1,0,0,0,0,0,0
Zaur,1,0,0,0,0,0,0
Kalviena,0,0,0,1,0,0,0
Manaswita,1,0,0,0,0,0,0
Esli,1,0,0,0,0,0,0
Rose-Alide,1,0,0,0,0,0,0
Tamon,0,0,0,1,0,0,0
Huanerkis,1,0,0,0,0,0,0
Rolphendry,0,0,0,1,0,0,0
Fengshuan,1,0,0,0,0,0,0
Zhymere,1,0,0,0,0,0,0
Esly,0,0,0,0,1,0,0
Abodun,1,0,0,0,0,0,0
Covorn,1,0,0,0,0,0,0
Micha,0,0,0,0,0,1,0
Shirdana,0,0,0,1,0,0,0
Devone,3,0,0,2,0,0,0
Iyashaia,1,0,0,0,0,0,0
Vecarte,1,0,0,0,0,0,0
Genis,0,0,0,1,0,0,0
Anashaisa,1,0,0,0,0,0,0
Goienneshia,1,0,0,0,0,0,0
Yasini,0,0,0,1,0,0,0
Jayvonne,0,0,0,0,0,0,1
Tylier,1,0,0,0,0,0,0
Ja'Kahri,0,0,0,1,0,0,0
Yuanwei,0,0,1,0,0,0,0
Dawt,0,0,1,0,0,0,0
Leosver,0,0,0,0,1,0,0
Marteashia,1,0,0,0,0,0,0
Navi,1,0,0,0,0,0,0
Hnga,0,0,1,0,0,0,0
Zuilem,1,0,0,0,0,0,0
Doua,2,0,0,0,0,0,0
Nakyree,1,0,0,0,0,0,0
Tasbeel,1,0,0,0,0,0,0
Dawa,1,0,0,0,0,0,0
Wageesh,1,0,0,0,0,0,0
Navy,1,0,0,0,0,0,0
Cynsere,0,0,0,1,0,0,0
Socheabot,1,0,0,0,0,0,0
Idalsi,0,0,0,0,1,0,0
Bulmuo,0,0,0,1,0,0,0
Sanoane,0,0,0,1,0,0,0
Zaohary,1,0,0,0,0,0,0
Uviah,1,0,0,0,0,0,0
Iguoel,1,0,0,0,0,0,0
Abimbola,1,0,0,0,0,0,0
Matels,1,0,0,0,0,0,0
Clarry,0,0,0,1,0,0,0
Jiniphe,0,0,0,1,0,0,0
Yosteen,1,0,0,0,0,0,0
Ockkyoung,1,0,0,0,0,0,0
Na'Zlah,0,0,0,1,0,0,0
Zobia,1,0,0,0,0,0,0
Cam'Rhn,0,0,0,1,0,0,0
Cavenac,0,0,0,0,0,0,1
Alexes,1,0,0,0,1,0,0
Liusmely,1,0,0,0,0,0,0
Hernandez,1,0,0,0,1,0,0
Kerry,28,0,1,3,0,12,5
Jagdeep,2,0,0,0,0,0,0
Thedoshia,0,0,0,1,0,0,0
Ka Yau,1,0,0,0,0,0,0
Ydovic,1,0,0,0,0,0,0
Jaiaudra,1,0,0,0,0,0,0
Zaquarai,1,0,0,0,0,0,0
Dethaloune,0,0,1,0,0,0,0
Abdurrahnan,1,0,0,0,0,0,0
Fatammouth,1,0,0,0,0,0,0
Niyired,0,0,0,0,1,0,0
Merriel,1,0,0,0,0,0,0
Anniesther,1,0,0,0,0,0,0
Fransealon,1,0,0,0,0,0,0
Sharteele,1,0,0,0,0,0,0
Dalier,1,0,0,0,0,0,0
Guidelande,1,0,0,0,0,0,0
Zory,1,0,0,0,0,0,0
Adai,1,0,0,0,0,0,0
Hetalben,1,0,0,0,0,0,0
Careine,1,0,0,0,0,0,0
Izaura,1,0,0,0,0,0,0
Denisere,1,0,0,0,0,0,0
Jalathan,1,0,0,0,0,0,0
Tuoi,1,0,1,0,0,0,0
Yalihen,0,0,0,0,1,0,0
Ailevis,0,0,0,0,1,0,0
Myrdhell,0,0,0,1,0,0,0
Jyaer,0,0,0,0,0,0,1
Haiymanot,0,0,0,1,0,0,0
Acize,1,0,0,0,0,0,0
Ujoiia,1,0,0,0,0,0,0
Douha,1,0,0,0,0,0,0
Unkown,1,0,0,0,0,0,0
MacArjo,1,0,0,0,0,0,0
Reyder,0,0,0,0,1,0,0
Sondy,0,0,0,1,0,0,0
Nubid,1,0,0,0,0,0,0
Trennis,0,0,0,1,0,0,0
Dyevenca,1,0,0,0,0,0,0
Thirhza,1,0,0,0,0,0,0
Yuxin,1,0,0,0,0,0,0
